,pre_root_id,post_root_id,neuropil,syn_count,nt_type
23730,720575940622987007,720575940637056887,AL_L,35,ACH
23731,720575940620224677,720575940627844734,AL_L,14,ACH
23734,720575940626674707,720575940621529435,AL_R,31,ACH
23743,720575940632389688,720575940629733626,AL_L,6,ACH
23744,720575940614429078,720575940640804853,AL_L,5,SER
23759,720575940629567473,720575940615073587,AL_L,7,ACH
23786,720575940634941887,720575940634939327,AL_L,12,ACH
23798,720575940620269039,720575940615189465,AL_R,15,ACH
23800,720575940611369938,720575940613590501,AL_L,5,ACH
23815,720575940635999918,720575940617910848,AL_R,9,ACH
23820,720575940617498166,720575940644961588,AL_L,7,ACH
23841,720575940629043817,720575940632403986,AL_L,9,ACH
23849,720575940619403028,720575940628573519,AL_R,7,ACH
23866,720575940621309534,720575940635945919,AL_L,8,ACH
23871,720575940623831054,720575940626143806,AL_R,6,ACH
23873,720575940615146562,720575940614756589,AL_R,16,ACH
23882,720575940624853600,720575940634545890,AL_R,6,ACH
23887,720575940628976887,720575940631907159,AL_R,7,ACH
23894,720575940636227696,720575940630778428,AL_L,12,SER
23901,720575940617695572,720575940611703080,AL_R,12,ACH
23904,720575940625283770,720575940630549370,AL_R,24,ACH
23930,720575940623831054,720575940630546540,AL_R,5,ACH
23933,720575940610611758,720575940620199962,AL_L,6,SER
23937,720575940626769304,720575940631683927,AL_R,7,ACH
23952,720575940606126514,720575940634325087,AL_R,10,ACH
23964,720575940636093541,720575940628822248,AL_R,5,SER
23987,720575940630461994,720575940632403986,AL_R,8,ACH
23990,720575940616653030,720575940617295901,AL_R,2,ACH
24000,720575940612881105,720575940634325087,AL_R,8,ACH
24010,720575940627214891,720575940628822248,AL_R,9,ACH
24021,720575940617145483,720575940623636701,AL_L,8,SER
24060,720575940632897561,720575940616566133,AL_R,6,ACH
24062,720575940619632148,720575940632698797,AL_R,80,ACH
24083,720575940629767161,720575940610669614,AL_L,5,ACH
24098,720575940623274935,720575940609282825,AL_R,24,ACH
24099,720575940654499745,720575940632403986,AL_R,8,ACH
24114,720575940620024560,720575940627214235,AL_R,5,GABA
24121,720575940637355497,720575940620541349,AL_L,7,ACH
24140,720575940625589593,720575940605758142,AL_R,5,ACH
24172,720575940638513752,720575940630407388,LAL_R,1,ACH
24187,720575940627000582,720575940621086996,AL_R,45,ACH
24200,720575940623059347,720575940630549370,AL_R,21,DA
24212,720575940628769662,720575940629947439,AL_R,11,ACH
24267,720575940613798195,720575940632403986,AL_R,2,ACH
24286,720575940616194397,720575940611079236,AL_L,31,SER
24338,720575940615629173,720575940621123113,AL_R,30,ACH
24340,720575940620522305,720575940633190847,AL_R,65,ACH
24349,720575940620448532,720575940625564676,AL_R,21,ACH
24387,720575940621613918,720575940622811430,AL_L,7,ACH
24389,720575940633213591,720575940634939327,AL_L,8,ACH
24422,720575940623205705,720575940628059978,AL_R,5,ACH
24453,720575940618080566,720575940632403986,AL_R,7,ACH
24455,720575940617825563,720575940623636701,AL_L,13,SER
24458,720575940622219478,720575940619061662,AL_R,5,SER
24460,720575940627370027,720575940623000858,AL_L,25,ACH
24462,720575940639434704,720575940632403986,AL_R,6,ACH
24467,720575940619320768,720575940611379569,AL_L,6,ACH
24481,720575940616783361,720575940623636701,AL_L,5,ACH
24490,720575940634013869,720575940633741229,AL_R,8,ACH
24491,720575940631025103,720575940615160386,AL_L,5,SER
24500,720575940638069875,720575940616079035,AL_L,16,ACH
24515,720575940620356468,720575940629279544,AL_R,8,ACH
24518,720575940621044863,720575940629009513,AL_R,18,ACH
24526,720575940633422490,720575940634545890,AL_R,8,ACH
24546,720575940616844347,720575940626601994,AL_R,6,ACH
24548,720575940618533403,720575940614309535,AL_L,5,SER
24560,720575940616203067,720575940622054497,AL_L,5,ACH
24578,720575940620421255,720575940620437339,AL_L,15,ACH
24602,720575940626583059,720575940619807397,AL_L,5,SER
24614,720575940617598621,720575940623636701,AL_R,6,ACH
24627,720575940626162707,720575940634710629,AL_R,6,SER
24631,720575940625946430,720575940603985952,AL_L,19,ACH
24634,720575940621019120,720575940637602650,AL_L,8,ACH
24644,720575940610464195,720575940637864355,AL_R,12,ACH
24646,720575940625657530,720575940660217985,AL_R,11,ACH
24658,720575940639093411,720575940632403986,AL_L,5,ACH
24672,720575940619566507,720575940615160386,AL_R,9,ACH
24684,720575940630912908,720575940633294796,AL_R,6,ACH
24704,720575940615146562,720575940624330281,AL_R,10,ACH
24733,720575940616831349,720575940616169578,AL_L,6,SER
24748,720575940627787343,720575940608628419,AL_R,17,ACH
24757,720575940617534676,720575940616169578,AL_L,21,ACH
24759,720575940609586645,720575940637628762,AL_R,19,SER
24766,720575940623205705,720575940634545890,AL_R,7,ACH
24768,720575940608376132,720575940640314190,AL_R,4,ACH
24772,720575940627120536,720575940638288447,AL_L,6,ACH
24777,720575940608376132,720575940622726271,AL_R,110,ACH
24799,720575940615558598,720575940649045369,AL_R,21,SER
24800,720575940614184671,720575940632403986,AL_L,2,SER
24808,720575940627948111,720575940625493400,AL_R,11,ACH
24816,720575940638249917,720575940626030776,AL_R,11,ACH
24826,720575940612166553,720575940632403986,AL_L,7,DA
24847,720575940619163783,720575940606751922,AL_L,6,SER
24867,720575940625283770,720575940609282825,AL_R,5,ACH
24874,720575940628565776,720575940637594334,AL_R,25,ACH
24881,720575940620686324,720575940623636701,AL_L,2,ACH
24898,720575940630996072,720575940621185050,AL_L,5,ACH
24913,720575940634703987,720575940623000858,AL_L,7,SER
24914,720575940632175407,720575940630066007,AL_R,5,ACH
24937,720575940620705012,720575940608199748,AL_L,21,ACH
24944,720575940628285450,720575940630340474,AL_R,7,ACH
24946,720575940614831291,720575940616169578,AL_L,10,ACH
24950,720575940631239076,720575940632403986,AL_L,18,ACH
24954,720575940611845034,720575940621529435,AL_R,42,ACH
24967,720575940632458195,720575940618277184,AL_R,39,ACH
24975,720575940638666805,720575940632795532,AL_L,7,ACH
24976,720575940612019442,720575940624435128,AL_R,5,ACH
24990,720575940626872593,720575940619807397,AL_L,6,SER
24998,720575940637226212,720575940630131663,AL_L,11,ACH
25001,720575940617089876,720575940631328104,AL_L,17,ACH
25024,720575940629906060,720575940646576436,AL_R,7,ACH
25038,720575940604352689,720575940610408643,CRE_L,1,DA
25128,720575940626553993,720575940641592795,AL_L,5,ACH
25164,720575940621398366,720575940623636701,AL_L,5,ACH
25215,720575940614325138,720575940617175965,AL_L,7,ACH
25242,720575940632733651,720575940634325087,AL_R,5,ACH
25245,720575940625720890,720575940626601994,AL_R,5,ACH
25254,720575940620577217,720575940634545890,AL_R,5,SER
25262,720575940621804329,720575940623788040,AL_L,6,ACH
25289,720575940613885506,720575940605309361,AL_R,40,ACH
25299,720575940645941102,720575940617668747,AL_L,6,SER
25312,720575940630174208,720575940634545890,AL_R,10,ACH
25313,720575940630763390,720575940613970147,AL_L,5,ACH
25321,720575940619903664,720575940609282825,AL_R,7,ACH
25327,720575940618293883,720575940627927573,AL_L,5,ACH
25369,720575940626812072,720575940624515571,AL_L,13,ACH
25458,720575940626529448,720575940630407388,AL_R,5,ACH
25461,720575940629728732,720575940619071005,AL_R,38,SER
25480,720575940624958757,720575940616758322,AL_R,5,SER
25481,720575940612559587,720575940626986885,AL_R,17,ACH
25500,720575940623032102,720575940605309361,AL_R,35,ACH
25537,720575940634057976,720575940634545890,AL_R,12,ACH
25539,720575940611762329,720575940632403986,AL_L,5,ACH
25572,720575940637255743,720575940632795532,AL_L,6,ACH
25603,720575940626307922,720575940623000858,AL_L,11,ACH
25625,720575940625342648,720575940609282825,AL_R,14,ACH
25634,720575940628290895,720575940630895055,AL_R,9,ACH
25635,720575940631931183,720575940623000858,AL_L,12,ACH
25660,720575940616924701,720575940624661552,AL_R,33,ACH
25662,720575940630612280,720575940638624189,AL_R,18,SER
25666,720575940622363332,720575940623636701,AL_R,6,ACH
25671,720575940629591746,720575940613167845,AL_L,5,ACH
25682,720575940631911761,720575940617295901,AL_R,7,ACH
25685,720575940628564350,720575940627604327,AL_L,23,ACH
25686,720575940621482665,720575940634658785,AL_R,6,ACH
25703,720575940616903209,720575940624057853,AL_L,35,SER
25744,720575940607811420,720575940611079236,AL_L,30,SER
25763,720575940648681860,720575940628023685,AL_L,5,SER
25764,720575940607221771,720575940644961588,AL_L,5,ACH
25770,720575940633213591,720575940611379569,AL_L,5,ACH
25783,720575940628372635,720575940613419695,AL_L,20,ACH
25787,720575940627214891,720575940634658785,AL_R,5,ACH
25831,720575940644512791,720575940616169578,AL_L,9,ACH
25837,720575940612621721,720575940624450342,AL_L,6,ACH
25838,720575940635277998,720575940611379569,AL_L,7,ACH
25844,720575940625728899,720575940632403986,AL_R,1,ACH
25846,720575940613539478,720575940630024566,AL_L,22,SER
25847,720575940629453116,720575940616758322,AL_R,8,ACH
25864,720575940623638967,720575940622457443,AL_R,7,ACH
25884,720575940632192799,720575940633294796,AL_R,24,ACH
25892,720575940628677114,720575940606762686,LAL_L,5,ACH
25905,720575940640113616,720575940630778428,AL_L,6,SER
25913,720575940611357938,720575940611379569,AL_L,5,ACH
25920,720575940625657530,720575940623788040,AL_L,7,ACH
25923,720575940621335841,720575940611379569,AL_L,5,ACH
25927,720575940626631441,720575940614429165,AL_L,7,ACH
25945,720575940615708466,720575940630066007,AL_R,5,ACH
25949,720575940628703993,720575940611379569,AL_L,5,ACH
25981,720575940610015586,720575940616169578,AL_L,8,ACH
25998,720575940626179334,720575940632698797,AL_R,11,ACH
26000,720575940621424397,720575940623000858,AL_L,11,ACH
26022,720575940620511732,720575940623000858,AL_L,7,ACH
26054,720575940619277733,720575940623000858,AL_L,7,SER
26072,720575940638564797,720575940630340474,AL_R,9,ACH
26084,720575940633509949,720575940611379569,AL_L,5,SER
26099,720575940631318609,720575940603464672,AL_R,10,ACH
26104,720575940614691690,720575940609282825,AL_R,7,ACH
26113,720575940623090412,720575940624079821,AL_L,5,ACH
26144,720575940622745834,720575940631683927,AL_R,8,ACH
26149,720575940611208818,720575940628914692,AL_L,7,ACH
26153,720575940623317261,720575940613345442,AL_L,5,ACH
26164,720575940629226044,720575940623444715,AL_L,5,GABA
26181,720575940630101497,720575940612714723,AL_R,20,ACH
26188,720575940653295009,720575940632403986,AL_R,13,ACH
26200,720575940616921129,720575940632403986,AL_R,5,SER
26215,720575940615394463,720575940629097922,AL_L,10,SER
26232,720575940620912086,720575940623528925,AL_L,58,ACH
26236,720575940621897496,720575940611379569,AL_L,5,SER
26242,720575940624958757,720575940634545890,AL_R,8,ACH
26244,720575940625821758,720575940623636701,AL_R,19,SER
26254,720575940607641557,720575940623636701,AL_L,9,ACH
26255,720575940629453116,720575940619417326,AL_L,5,ACH
26261,720575940635850488,720575940626023001,AL_L,5,ACH
26267,720575940625442192,720575940630131663,AL_L,8,ACH
26272,720575940627214891,720575940622726271,AL_R,158,ACH
26274,720575940629588854,720575940613419695,AL_L,35,ACH
26278,720575940616275174,720575940613804259,AL_R,5,ACH
26279,720575940616581981,720575940630549370,AL_R,16,SER
26303,720575940627363349,720575940609282825,AL_R,5,SER
26307,720575940619996582,720575940640697808,AL_L,16,ACH
26331,720575940626996252,720575940611379569,AL_L,5,SER
26340,720575940613699807,720575940612714723,AL_R,12,SER
26349,720575940620979888,720575940640697808,AL_L,12,ACH
26363,720575940621424397,720575940638128474,AL_L,10,ACH
26365,720575940618903345,720575940623636701,AL_L,7,ACH
26371,720575940628452711,720575940621256212,AL_L,36,ACH
26377,720575940616923433,720575940632698797,AL_R,6,ACH
26394,720575940631620712,720575940632403986,AL_L,7,ACH
26407,720575940620993193,720575940635082871,AL_L,9,ACH
26412,720575940615398075,720575940621123113,AL_R,16,ACH
26415,720575940629611996,720575940656090017,AL_L,38,ACH
26439,720575940617642580,720575940640804853,AL_L,5,ACH
26445,720575940625334424,720575940623636701,AL_R,9,ACH
26450,720575940632284717,720575940632198442,AL_L,7,ACH
26482,720575940620193472,720575940617910848,AL_R,27,ACH
26493,720575940612631761,720575940615160386,AL_L,12,ACH
26497,720575940610864533,720575940633294796,AL_R,6,ACH
26502,720575940619385583,720575940631907159,AL_R,9,ACH
26526,720575940609577518,720575940623636701,AL_R,2,ACH
26548,720575940628624956,720575940637526190,AL_L,58,ACH
26594,720575940624030478,720575940630407388,AL_R,8,SER
26598,720575940629767161,720575940625493400,AL_R,13,ACH
26599,720575940645431075,720575940632505359,AL_R,5,ACH
26601,720575940654069409,720575940605758142,AL_R,5,ACH
26604,720575940628044560,720575940632167085,AL_R,27,DA
26609,720575940614014431,720575940609460491,AL_R,22,SER
26628,720575940608376132,720575940630407388,AL_R,14,ACH
26633,720575940629511383,720575940623543881,AL_R,5,ACH
26635,720575940605513417,720575940616079035,AL_L,17,ACH
26718,720575940630642447,720575940631683927,AL_R,8,ACH
26724,720575940621482665,720575940623636701,LAL_L,2,ACH
26732,720575940621285452,720575940605758142,AL_R,8,ACH
26739,720575940624384007,720575940625564676,AL_R,5,ACH
26760,720575940616601345,720575940609282825,AL_R,7,ACH
26765,720575940633642391,720575940623636701,AL_R,1,ACH
26793,720575940625694857,720575940616169578,CRE_L,1,ACH
26812,720575940622242253,720575940618308825,LAL_L,1,ACH
26818,720575940615380530,720575940638128474,AL_L,3,ACH
26829,720575940638165875,720575940632198442,AL_L,5,ACH
26839,720575940621373680,720575940623636701,AL_L,1,GABA
26852,720575940618606983,720575940605758142,AL_R,7,DA
26857,720575940626980358,720575940637056887,AL_L,32,ACH
26858,720575940619798381,720575940627035388,AL_L,10,ACH
26868,720575940611762329,720575940632007983,AL_R,5,ACH
26871,720575940619844534,720575940623636701,AL_L,26,ACH
26881,720575940628478251,720575940632403986,AL_R,15,ACH
26910,720575940638214470,720575940634325087,AL_R,16,ACH
26914,720575940646583172,720575940619385765,AL_L,5,ACH
26947,720575940639030094,720575940611944914,AL_L,5,ACH
26963,720575940632625837,720575940611379569,AL_L,10,ACH
26965,720575940653892257,720575940630407388,AL_R,8,ACH
26971,720575940629906060,720575940623636701,AL_L,1,ACH
26972,720575940619891041,720575940632403986,AL_R,9,ACH
26978,720575940627144010,720575940632403986,AL_L,7,ACH
26981,720575940630912908,720575940639121571,AL_R,12,ACH
27043,720575940634733537,720575940627066757,AL_R,2,ACH
27052,720575940626147971,720575940638633535,AL_L,31,SER
27061,720575940639024462,720575940630024566,AL_L,26,ACH
27092,720575940658539905,720575940630407388,AL_R,6,ACH
27096,720575940620197104,720575940618757666,AL_L,8,ACH
27098,720575940613637782,720575940633212441,AL_L,6,ACH
27119,720575940626856721,720575940617903168,AL_R,22,ACH
27122,720575940619440878,720575940612699761,AL_R,14,ACH
27126,720575940605328230,720575940632403986,AL_L,1,SER
27137,720575940615657119,720575940638128474,AL_L,3,ACH
27158,720575940629588854,720575940633294796,AL_R,8,ACH
27162,720575940637619509,720575940617179451,AL_L,22,ACH
27165,720575940616934361,720575940604407468,AL_R,6,ACH
27179,720575940625583204,720575940630914858,AL_R,100,ACH
27184,720575940627777265,720575940646122804,AL_L,9,ACH
27194,720575940654069409,720575940622311704,AL_R,9,ACH
27197,720575940615903547,720575940631683927,AL_R,9,ACH
27201,720575940612096370,720575940623636701,AL_R,18,ACH
27204,720575940629162870,720575940630407388,AL_R,7,DA
27217,720575940616194397,720575940609460491,AL_R,11,SER
27237,720575940629587031,720575940618385620,AL_L,6,ACH
27238,720575940628800277,720575940623636701,AL_R,2,SER
27251,720575940638872629,720575940605758142,AL_R,6,SER
27256,720575940613337086,720575940644961588,AL_L,11,ACH
27274,720575940622745834,720575940631683927,AL_L,31,ACH
27297,720575940625485657,720575940629279544,AL_R,8,ACH
27300,720575940616480852,720575940628739560,AL_L,30,ACH
27302,720575940621044863,720575940632795532,AL_L,6,ACH
27304,720575940626213642,720575940644362788,AL_L,5,ACH
27312,720575940628277147,720575940628573519,AL_R,18,ACH
27316,720575940628953210,720575940624106701,AL_R,6,ACH
27317,720575940619169985,720575940616169578,AL_L,10,ACH
27373,720575940614880671,720575940611379569,AL_L,5,ACH
27378,720575940622651389,720575940634545890,AL_R,7,SER
27388,720575940614258082,720575940618295454,AL_L,13,ACH
27393,720575940637002574,720575940605758142,AL_R,6,ACH
27402,720575940624366323,720575940618865112,AL_R,32,ACH
27404,720575940633642391,720575940614774434,AL_R,6,ACH
27427,720575940616377942,720575940619061662,AL_R,5,ACH
27441,720575940628478251,720575940613222835,AL_L,7,ACH
27456,720575940632404706,720575940619637780,AL_R,14,ACH
27467,720575940618738853,720575940626143806,AL_R,7,GABA
27483,720575940635114347,720575940616758322,AL_R,7,ACH
27488,720575940622977799,720575940633294796,AL_R,5,ACH
27501,720575940639517016,720575940617781383,AL_R,19,ACH
27508,720575940623059347,720575940614727903,AL_L,20,SER
27509,720575940604552894,720575940615160386,AL_L,11,ACH
27515,720575940627048018,720575940619061662,AL_R,7,ACH
27543,720575940620146523,720575940623902471,AL_R,8,ACH
27545,720575940633471839,720575940630770042,AL_L,54,ACH
27551,720575940625273116,720575940632795532,AL_L,8,ACH
27561,720575940617208354,720575940640697808,AL_L,20,ACH
27566,720575940612559587,720575940616169578,AL_L,7,ACH
27570,720575940610464195,720575940617205179,AL_L,8,ACH
27573,720575940617874150,720575940632403986,AL_R,8,ACH
27579,720575940628277147,720575940641592795,AL_L,9,ACH
27589,720575940619429803,720575940608199748,AL_L,21,ACH
